mean,sd,lcl,mid,ucl,mode,kld,trnd,lower_ci,upper_ci,post_prob,SpeciesCode,years,period,season,results_code,area_code,site,model_type,trnd_order,analysis_code,species_id,sort_order,english_name,french_name
-0.373,0.13,-0.651,-0.369,-0.133,-0.362,0,-31.1334767156044,-47.8476008079843,-12.4534907891229,0.9928,MALL,2008-2018,10-years,Fall,CMMN,MGBO,MGBO,Poisson,NA,O,451,310,Mallard,Canard colvert
-0.131,0.037,-0.213,-0.13,-0.064,-0.127,0,-12.2782225608956,-19.1843862783512,-6.19950004692705,0.9984,MALL,2006-2018,all years,Spring,CMMN,MGBO,MGBO,NegBinomial,NA,O,451,310,Mallard,Canard colvert
-0.078,0.035,-0.148,-0.079,-0.011,-0.079,0,-7.50355734564607,-13.7568885057954,-1.09397212246313,0.9808,MALL,2008-2018,10-years,Spring,CMMN,MGBO,MGBO,NegBinomial,NA,O,451,310,Mallard,Canard colvert
-0.24,0.026,-0.293,-0.24,-0.192,-0.239,0,-21.3372138933447,-25.3977859302778,-17.4693131508318,1,GBHE,2006-2018,all years,Spring,CMMN,MGBO,MGBO,Poisson,NA,O,2550,4186,Great Blue Heron,Grand Héron
-0.145,0.037,-0.218,-0.144,-0.077,-0.143,0,-13.4977706889259,-19.587455833344,-7.41101463935047,1,GBHE,2008-2018,10-years,Spring,CMMN,MGBO,MGBO,Poisson,NA,O,2550,4186,Great Blue Heron,Grand Héron
0.01,0.028,-0.045,0.009,0.065,0.008,0,1.00501670841679,-4.40025181669,6.71590243841926,0.6413,SSHA,2006-2018,all years,Fall,CMMN,MGBO,MGBO,Poisson,NA,O,3100,4603,Sharp-shinned Hawk,Épervier brun
-0.024,0.032,-0.087,-0.025,0.038,-0.025,0,-2.37142902420907,-8.33229043668478,3.87312328784977,0.791,SSHA,2008-2018,10-years,Fall,CMMN,MGBO,MGBO,Poisson,NA,O,3100,4603,Sharp-shinned Hawk,Épervier brun
0.031,0.021,-0.011,0.031,0.072,0.031,0,3.14855038865227,-1.09397212246313,7.46553440638136,0.9299,COHA,2006-2018,all years,Fall,CMMN,MGBO,MGBO,Poisson,NA,O,3110,4611,Cooper's Hawk,Épervier de Cooper
0.034,0.027,-0.02,0.033,0.085,0.033,0,3.45846067281179,-1.98013266932447,8.87170666983987,0.8937,COHA,2008-2018,10-years,Fall,CMMN,MGBO,MGBO,Poisson,NA,O,3110,4611,Cooper's Hawk,Épervier de Cooper
-0.059,0.025,-0.108,-0.059,-0.012,-0.059,0,-5.72932308429003,-10.2372403569565,-1.19282871380695,0.9878,KILL,2006-2018,all years,Spring,CMMN,MGBO,MGBO,Poisson,NA,O,4210,3180,Killdeer,Pluvier kildir
-0.033,0.024,-0.08,-0.033,0.012,-0.033,0,-3.2461440410968,-7.68836536133642,1.20722888660778,0.9202,KILL,2008-2018,10-years,Spring,CMMN,MGBO,MGBO,Poisson,NA,O,4210,3180,Killdeer,Pluvier kildir
0.082,0.052,-0.021,0.082,0.183,0.082,0,8.5455809829549,-2.07810354305404,20.0814408080831,0.948,SOSA,2006-2018,all years,Spring,CMMN,MGBO,MGBO,Poisson,NA,S,4370,3359,Solitary Sandpiper,Chevalier solitaire
0.08,0.08,-0.094,0.083,0.228,0.086,0,8.32870676749586,-8.9717237759233,25.6085325432344,0.8651,SOSA,2008-2018,10-years,Spring,CMMN,MGBO,MGBO,Poisson,NA,S,4370,3359,Solitary Sandpiper,Chevalier solitaire
-0.158,0.059,-0.278,-0.158,-0.047,-0.156,0,-14.6150218031518,-24.2703178485664,-4.59126024096289,0.9931,RBGU,2006-2018,all years,Fall,CMMN,MGBO,MGBO,Poisson,NA,O,5150,3542,Ring-billed Gull,Goéland à bec cerclé
-0.238,0.068,-0.379,-0.236,-0.113,-0.233,0,-21.179730890623,-31.5454387333722,-10.6849339883984,0.999,RBGU,2008-2018,10-years,Fall,CMMN,MGBO,MGBO,Poisson,NA,O,5150,3542,Ring-billed Gull,Goéland à bec cerclé
-0.02,0.05,-0.134,-0.016,0.065,-0.011,0,-1.98013266932447,-12.5409935396666,6.71590243841926,0.6552,RBGU,2006-2018,all years,Spring,CMMN,MGBO,MGBO,NegBinomial,NA,O,5150,3542,Ring-billed Gull,Goéland à bec cerclé
0.035,0.044,-0.061,0.037,0.114,0.04,0,3.56197087996233,-5.91767602239903,12.0752124884153,0.8157,RBGU,2008-2018,10-years,Spring,CMMN,MGBO,MGBO,NegBinomial,NA,O,5150,3542,Ring-billed Gull,Goéland à bec cerclé
-0.172,0.079,-0.342,-0.169,-0.029,-0.166,0,-15.80208268315,-28.9651795290823,-2.85835355333952,0.9849,MODO,2006-2018,all years,Fall,CMMN,MGBO,MGBO,Poisson,NA,O,6170,1260,Mourning Dove,Tourterelle triste
-0.172,0.109,-0.386,-0.175,0.048,-0.178,0,-15.80208268315,-32.0229474319679,4.91706553244706,0.9422,MODO,2008-2018,10-years,Fall,CMMN,MGBO,MGBO,Poisson,NA,O,6170,1260,Mourning Dove,Tourterelle triste
-0.159,0.078,-0.337,-0.153,-0.025,-0.146,0,-14.7003641030868,-28.609116009728,-2.46900879716674,0.9828,MODO,2006-2018,all years,Spring,CMMN,MGBO,MGBO,Poisson,NA,ML,6170,1260,Mourning Dove,Tourterelle triste
-0.041,0.07,-0.208,-0.034,0.075,-0.026,0,-4.01708700522011,-18.7792963288061,7.78841508846315,0.733,MODO,2008-2018,10-years,Spring,CMMN,MGBO,MGBO,Poisson,NA,ML,6170,1260,Mourning Dove,Tourterelle triste
0.007,0.039,-0.081,0.01,0.074,0.013,0,0.702455726684859,-7.78063085553919,7.68068054962199,0.6171,RTHU,2006-2018,all years,Fall,CMMN,MGBO,MGBO,NegBinomial,NA,M,9270,2508,Ruby-throated Hummingbird,Colibri à gorge rubis
-0.032,0.038,-0.117,-0.03,0.035,-0.027,0,-3.14934179208024,-11.0414806836589,3.56197087996233,0.8291,RTHU,2008-2018,10-years,Fall,CMMN,MGBO,MGBO,NegBinomial,NA,M,9270,2508,Ruby-throated Hummingbird,Colibri à gorge rubis
0.049,0.022,0.006,0.049,0.091,0.049,0,5.02203507400281,0.601803605406492,9.52690052584655,0.9859,RTHU,2006-2018,all years,Spring,CMMN,MGBO,MGBO,Poisson,NA,ML,9270,2508,Ruby-throated Hummingbird,Colibri à gorge rubis
0.056,0.028,0.002,0.056,0.108,0.056,0,5.75976837366112,0.20020013340003,11.4047745386468,0.9802,RTHU,2008-2018,10-years,Spring,CMMN,MGBO,MGBO,Poisson,NA,ML,9270,2508,Ruby-throated Hummingbird,Colibri à gorge rubis
-0.053,0.016,-0.084,-0.052,-0.022,-0.052,0,-5.16199875177018,-8.05687439048753,-2.175976494879,0.9996,YBSA,2006-2018,all years,Spring,CMMN,MGBO,MGBO,Poisson,NA,M,10220,6055,Yellow-bellied Sapsucker,Pic maculé
-0.027,0.022,-0.069,-0.027,0.014,-0.027,0,-2.66387584756632,-6.6673319921798,1.40984589384923,0.8943,YBSA,2008-2018,10-years,Spring,CMMN,MGBO,MGBO,Poisson,NA,M,10220,6055,Yellow-bellied Sapsucker,Pic maculé
-0.001,0.007,-0.016,-0.001,0.012,-0.001,0,-0.0999500166624978,-1.58726799447149,1.20722888660778,0.5799,DOWO,2006-2018,all years,Fall,CMMN,MGBO,MGBO,NegBinomial,NA,O,10290,6179,Downy Woodpecker,Pic mineur
0.004,0.015,-0.028,0.005,0.032,0.005,0,0.400801067734191,-2.76116331987531,3.25175053051183,0.6453,DOWO,2008-2018,10-years,Fall,CMMN,MGBO,MGBO,NegBinomial,NA,O,10290,6179,Downy Woodpecker,Pic mineur
0.036,0.03,-0.029,0.037,0.091,0.039,0,3.66558464909237,-2.85835355333952,9.52690052584655,0.9062,DOWO,2006-2018,all years,Spring,CMMN,MGBO,MGBO,NegBinomial,NA,O,10290,6179,Downy Woodpecker,Pic mineur
0.069,0.033,0.001,0.069,0.132,0.068,0,7.14362091483463,0.100050016670838,14.1108319267235,0.9748,DOWO,2008-2018,10-years,Spring,CMMN,MGBO,MGBO,NegBinomial,NA,O,10290,6179,Downy Woodpecker,Pic mineur
-0.061,0.034,-0.147,-0.058,0.029,-0.063,74.417,-5.91767602239903,-13.6706022583681,2.94245944751308,0.9636,HAWO,2006-2018,all years,Fall,CMMN,MGBO,MGBO,NegBinomial,NA,L,10300,6191,Hairy Woodpecker,Pic chevelu
-0.094,0.035,-0.17,-0.093,-0.032,-0.091,0,-8.9717237759233,-15.6335183403616,-3.14934179208024,0.9946,HAWO,2008-2018,10-years,Fall,CMMN,MGBO,MGBO,NegBinomial,NA,L,10300,6191,Hairy Woodpecker,Pic chevelu
-0.015,0.014,-0.043,-0.015,0.012,-0.015,0,-1.48880603969374,-4.20886099329694,1.20722888660778,0.8508,HAWO,2006-2018,all years,Spring,CMMN,MGBO,MGBO,Poisson,NA,L,10300,6191,Hairy Woodpecker,Pic chevelu
-0.011,0.018,-0.047,-0.011,0.024,-0.011,0,-1.09397212246313,-4.59126024096289,2.42903178906215,0.7189,HAWO,2008-2018,10-years,Spring,CMMN,MGBO,MGBO,Poisson,NA,L,10300,6191,Hairy Woodpecker,Pic chevelu
-0.019,0.015,-0.052,-0.018,0.007,-0.017,0,-1.8820637757194,-5.06711331571105,0.702455726684859,0.9239,NOFL,2006-2018,all years,Fall,CMMN,MGBO,MGBO,NegBinomial,NA,ML,10460,6390,Northern Flicker,Pic flamboyant
-0.017,0.013,-0.042,-0.017,0.008,-0.017,0,-1.68563153650904,-4.11302194275155,0.803208550427348,0.9079,NOFL,2008-2018,10-years,Fall,CMMN,MGBO,MGBO,NegBinomial,NA,ML,10460,6390,Northern Flicker,Pic flamboyant
-0.014,0.017,-0.048,-0.014,0.018,-0.014,0,-1.39024557371381,-4.68662129224953,1.81629763897937,0.82,NOFL,2006-2018,all years,Spring,CMMN,MGBO,MGBO,NegBinomial,NA,ML,10460,6390,Northern Flicker,Pic flamboyant
-0.023,0.024,-0.075,-0.021,0.02,-0.02,0,-2.27375162267229,-7.22565136714471,2.02013400267558,0.8582,NOFL,2008-2018,10-years,Spring,CMMN,MGBO,MGBO,NegBinomial,NA,ML,10460,6390,Northern Flicker,Pic flamboyant
-0.023,0.028,-0.085,-0.022,0.028,-0.02,0,-2.27375162267229,-8.14877155985426,2.8395684421425,0.8219,PIWO,2006-2018,all years,Fall,CMMN,MGBO,MGBO,NegBinomial,NA,L,10540,6333,Pileated Woodpecker,Grand Pic
-0.02,0.039,-0.1,-0.019,0.053,-0.019,0,-1.98013266932447,-9.51625819640405,5.4429645119356,0.7167,PIWO,2008-2018,10-years,Fall,CMMN,MGBO,MGBO,NegBinomial,NA,L,10540,6333,Pileated Woodpecker,Grand Pic
0.033,0.013,0.006,0.033,0.058,0.033,0,3.35505392413056,0.601803605406492,5.97149957102876,0.9941,PIWO,2006-2018,all years,Spring,CMMN,MGBO,MGBO,NegBinomial,NA,L,10540,6333,Pileated Woodpecker,Grand Pic
0.027,0.017,-0.005,0.027,0.059,0.027,0,2.73678027634894,-0.498752080731768,6.07752407401589,0.9459,PIWO,2008-2018,10-years,Spring,CMMN,MGBO,MGBO,NegBinomial,NA,L,10540,6333,Pileated Woodpecker,Grand Pic
0.3,0.063,0.168,0.301,0.418,0.302,0,34.9858807576003,18.2936610647811,51.892067440224,0.9999,EAWP,2006-2018,all years,Fall,CMMN,MGBO,MGBO,Poisson,NA,ML,12070,8905,Eastern Wood-Pewee,Pioui de l'Est
0.363,0.085,0.199,0.36,0.534,0.353,0,43.763585924121,22.0181965899872,70.5741647451575,1,EAWP,2008-2018,10-years,Fall,CMMN,MGBO,MGBO,Poisson,NA,ML,12070,8905,Eastern Wood-Pewee,Pioui de l'Est
0.068,0.017,0.035,0.068,0.1,0.068,0,7.03653084787743,3.56197087996233,10.5170918075648,1,YBFL,2006-2018,all years,Fall,CMMN,MGBO,MGBO,Poisson,NA,M,12130,8926,Yellow-bellied Flycatcher,Moucherolle à ventre jaune
0.035,0.02,-0.005,0.035,0.073,0.035,0,3.56197087996233,-0.498752080731768,7.57305369147034,0.9578,YBFL,2008-2018,10-years,Fall,CMMN,MGBO,MGBO,Poisson,NA,M,12130,8926,Yellow-bellied Flycatcher,Moucherolle à ventre jaune
-0.024,0.023,-0.067,-0.025,0.023,-0.026,0,-2.37142902420907,-6.48047986632234,2.32665395472176,0.8724,TRFL,2006-2018,all years,Fall,CMMN,MGBO,MGBO,Poisson,NA,M,12150,8933,Alder/Willow Flycatcher (Traill's Flycatcher),Moucherolle des aulnes ou M. des saules
-0.025,0.031,-0.087,-0.026,0.036,-0.027,0,-2.46900879716674,-8.33229043668478,3.66558464909237,0.8196,TRFL,2008-2018,10-years,Fall,CMMN,MGBO,MGBO,Poisson,NA,M,12150,8933,Alder/Willow Flycatcher (Traill's Flycatcher),Moucherolle des aulnes ou M. des saules
0.015,0.02,-0.025,0.015,0.054,0.015,0,1.51130646157189,-2.46900879716674,5.54846021550801,0.7701,LEFL,2006-2018,all years,Fall,CMMN,MGBO,MGBO,Poisson,NA,M,12190,8935,Least Flycatcher,Moucherolle tchébec
0.039,0.027,-0.013,0.039,0.09,0.039,0,3.97704836501578,-1.29158649797124,9.41742837052104,0.9344,LEFL,2008-2018,10-years,Fall,CMMN,MGBO,MGBO,Poisson,NA,M,12190,8935,Least Flycatcher,Moucherolle tchébec
0.054,0.023,0.009,0.054,0.097,0.053,0,5.54846021550801,0.904062177386789,10.1860373621011,0.9915,LEFL,2006-2018,all years,Spring,CMMN,MGBO,MGBO,NegBinomial,NA,M,12190,8935,Least Flycatcher,Moucherolle tchébec
0.064,0.03,0.007,0.064,0.12,0.064,0,6.60923987615052,0.702455726684859,12.7496851579376,0.9847,LEFL,2008-2018,10-years,Spring,CMMN,MGBO,MGBO,NegBinomial,NA,M,12190,8935,Least Flycatcher,Moucherolle tchébec
0.067,0.018,0.031,0.067,0.102,0.067,0,6.92954781746002,3.14855038865227,10.7383471727933,0.9999,EAPH,2006-2018,all years,Fall,CMMN,MGBO,MGBO,Poisson,NA,O,12300,8953,Eastern Phoebe,Moucherolle phébi
0.082,0.023,0.037,0.082,0.126,0.082,0,8.5455809829549,3.76930208381572,13.4282168283025,0.9997,EAPH,2008-2018,10-years,Fall,CMMN,MGBO,MGBO,Poisson,NA,O,12300,8953,Eastern Phoebe,Moucherolle phébi
-0.041,0.063,-0.172,-0.039,0.074,-0.037,0,-4.01708700522011,-15.80208268315,7.68068054962199,0.7633,EAPH,2006-2018,all years,Spring,CMMN,MGBO,MGBO,Poisson,NA,O,12300,8953,Eastern Phoebe,Moucherolle phébi
0.041,0.07,-0.1,0.041,0.177,0.04,0,4.18521055454795,-9.51625819640405,19.3631093127139,0.7383,EAPH,2008-2018,10-years,Spring,CMMN,MGBO,MGBO,Poisson,NA,O,12300,8953,Eastern Phoebe,Moucherolle phébi
0.072,0.065,-0.063,0.073,0.197,0.072,0,7.46553440638136,-6.10565263108668,21.7744040705908,0.8944,GCFL,2006-2018,all years,Fall,CMMN,MGBO,MGBO,Poisson,NA,ML,12450,9122,Great Crested Flycatcher,Tyran huppé
0.079,0.098,-0.151,0.088,0.247,0.097,0,8.22043220703148,-14.0152301340794,28.017911277827,0.8307,GCFL,2008-2018,10-years,Fall,CMMN,MGBO,MGBO,Poisson,NA,ML,12450,9122,Great Crested Flycatcher,Tyran huppé
0.099,0.046,0.012,0.097,0.196,0.093,0,10.4066299558882,1.20722888660778,21.6526905334316,0.9856,GCFL,2006-2018,all years,Spring,CMMN,MGBO,MGBO,Poisson,NA,ML,12450,9122,Great Crested Flycatcher,Tyran huppé
0.055,0.048,-0.027,0.051,0.162,0.044,0,5.65406146754943,-2.66387584756632,17.5860241321,0.9152,GCFL,2008-2018,10-years,Spring,CMMN,MGBO,MGBO,Poisson,NA,ML,12450,9122,Great Crested Flycatcher,Tyran huppé
-0.055,0.058,-0.165,-0.057,0.065,-0.061,0,-5.35148520465162,-15.2106295912084,6.71590243841926,0.8624,EAKI,2006-2018,all years,Fall,CMMN,MGBO,MGBO,Poisson,NA,ML,12720,9184,Eastern Kingbird,Tyran tritri
-0.007,0.061,-0.126,-0.009,0.116,-0.011,0,-0.697555706676489,-11.8385153216584,12.2995872133255,0.5755,EAKI,2008-2018,10-years,Fall,CMMN,MGBO,MGBO,Poisson,NA,ML,12720,9184,Eastern Kingbird,Tyran tritri
-0.057,0.033,-0.13,-0.055,0.006,-0.054,0,-5.54059306334767,-12.1904569079439,0.601803605406492,0.9624,EAKI,2006-2018,all years,Spring,CMMN,MGBO,MGBO,Poisson,NA,ML,12720,9184,Eastern Kingbird,Tyran tritri
-0.092,0.021,-0.136,-0.092,-0.054,-0.091,0,-8.78948504549096,-12.7157367511281,-5.25678934982017,0.9999,EAKI,2008-2018,10-years,Spring,CMMN,MGBO,MGBO,Poisson,NA,ML,12720,9184,Eastern Kingbird,Tyran tritri
-0.014,0.037,-0.08,-0.017,0.064,-0.02,0,-1.39024557371381,-7.68836536133642,6.60923987615052,0.7097,SOVI,2006-2018,all years,Fall,CMMN,MGBO,MGBO,Poisson,NA,M,13390,9922,solitary vireo sp.,Viréo à tête bleue, V. de Cassin ou V. plombé
-0.065,0.039,-0.144,-0.065,0.01,-0.065,0,-6.29325366225966,-13.4112251940795,1.00501670841679,0.9574,SOVI,2008-2018,10-years,Fall,CMMN,MGBO,MGBO,Poisson,NA,M,13390,9922,solitary vireo sp.,Viréo à tête bleue, V. de Cassin ou V. plombé
0.187,0.058,0.062,0.188,0.294,0.19,0,20.5627285049925,6.39623447280337,34.1783903666971,0.994,WAVI,2006-2018,all years,Fall,CMMN,MGBO,MGBO,Poisson,NA,L,13460,9925,Warbling Vireo,Viréo mélodieux
0.184,0.088,-0.018,0.191,0.334,0.202,0,20.2015823096301,-1.78389676416992,39.6543143574505,0.9699,WAVI,2008-2018,10-years,Fall,CMMN,MGBO,MGBO,Poisson,NA,L,13460,9925,Warbling Vireo,Viréo mélodieux
0.107,0.023,0.059,0.107,0.151,0.107,0,11.2934254479326,6.07752407401589,16.299665808182,0.9996,WAVI,2006-2018,all years,Spring,CMMN,MGBO,MGBO,Poisson,NA,ML,13460,9925,Warbling Vireo,Viréo mélodieux
0.113,0.032,0.046,0.113,0.174,0.114,0,11.9631932948586,4.70744109569372,19.0055565820363,0.997,WAVI,2008-2018,10-years,Spring,CMMN,MGBO,MGBO,Poisson,NA,ML,13460,9925,Warbling Vireo,Viréo mélodieux
0.078,0.021,0.036,0.078,0.119,0.077,0,8.11226586700831,3.66558464909237,12.6369918288353,1,PHVI,2006-2018,all years,Fall,CMMN,MGBO,MGBO,Poisson,NA,M,13480,9924,Philadelphia Vireo,Viréo de Philadelphie
0.061,0.026,0.011,0.061,0.111,0.061,0,6.28989141871952,1.10607224447195,11.7394906854458,0.9909,PHVI,2008-2018,10-years,Fall,CMMN,MGBO,MGBO,Poisson,NA,M,13480,9924,Philadelphia Vireo,Viréo de Philadelphie
0.087,0.008,0.07,0.087,0.103,0.087,0,9.08966797182778,7.25081812542165,10.8491409076007,1,REVI,2006-2018,all years,Fall,CMMN,MGBO,MGBO,NegBinomial,NA,ML,41384,9930,Red-eyed Vireo,Viréo aux yeux rouges
0.088,0.011,0.066,0.088,0.109,0.088,0,9.19881220281975,6.82267171659934,11.5162350341448,1,REVI,2008-2018,10-years,Fall,CMMN,MGBO,MGBO,NegBinomial,NA,ML,41384,9930,Red-eyed Vireo,Viréo aux yeux rouges
0.132,0.024,0.079,0.134,0.173,0.134,0,14.1108319267235,8.22043220703148,18.8866105084032,0.9999,REVI,2006-2018,all years,Spring,CMMN,MGBO,MGBO,Poisson,NA,ML,41384,9930,Red-eyed Vireo,Viréo aux yeux rouges
0.162,0.031,0.101,0.16,0.227,0.158,0,17.5860241321,10.6276641763424,25.4829867940279,0.9997,REVI,2008-2018,10-years,Spring,CMMN,MGBO,MGBO,Poisson,NA,ML,41384,9930,Red-eyed Vireo,Viréo aux yeux rouges
0.008,0.012,-0.017,0.008,0.029,0.009,0,0.803208550427348,-1.68563153650904,2.94245944751308,0.7703,BLJA,2006-2018,all years,Fall,CMMN,MGBO,MGBO,NegBinomial,NA,I,13640,10862,Blue Jay,Geai bleu
-0.006,0.012,-0.031,-0.006,0.017,-0.005,0,-0.598203594606472,-3.05244269239741,1.71453223252407,0.6986,BLJA,2008-2018,10-years,Fall,CMMN,MGBO,MGBO,NegBinomial,NA,I,13640,10862,Blue Jay,Geai bleu
0.011,0.029,-0.05,0.011,0.065,0.013,0,1.10607224447195,-4.8770575499286,6.71590243841926,0.6706,BLJA,2006-2018,all years,Spring,CMMN,MGBO,MGBO,NegBinomial,NA,I,13640,10862,Blue Jay,Geai bleu
0.059,0.01,0.04,0.059,0.078,0.059,0,6.07752407401589,4.08107741923882,8.11226586700831,1,BLJA,2008-2018,10-years,Spring,CMMN,MGBO,MGBO,NegBinomial,NA,I,13640,10862,Blue Jay,Geai bleu
0.081,0.048,-0.021,0.082,0.17,0.082,0,8.43708965667604,-2.07810354305404,18.5304851320365,0.9475,CORA,2006-2018,all years,Fall,CMMN,MGBO,MGBO,Poisson,NA,O,14010,11017,Common Raven,Grand Corbeau
0.143,0.042,0.051,0.144,0.218,0.146,0,15.372980166601,5.23228932832038,24.3587067619062,0.9953,CORA,2008-2018,10-years,Fall,CMMN,MGBO,MGBO,Poisson,NA,O,14010,11017,Common Raven,Grand Corbeau
0.145,0.025,0.097,0.145,0.192,0.144,0,15.6039570268022,10.1860373621011,21.16705169649,1,CORA,2006-2018,all years,Spring,CMMN,MGBO,MGBO,Poisson,NA,O,14010,11017,Common Raven,Grand Corbeau
0.189,0.031,0.129,0.189,0.249,0.188,0,20.8040952482902,13.7690124165732,28.2742033069811,1,CORA,2008-2018,10-years,Spring,CMMN,MGBO,MGBO,Poisson,NA,O,14010,11017,Common Raven,Grand Corbeau
-0.042,0.031,-0.102,-0.043,0.02,-0.044,0,-4.11302194275155,-9.69704483311232,2.02013400267558,0.9216,TRES,2006-2018,all years,Spring,CMMN,MGBO,MGBO,NegBinomial,NA,M,14120,11959,Tree Swallow,Hirondelle bicolore
-0.027,0.037,-0.103,-0.026,0.044,-0.026,0,-2.66387584756632,-9.78730265184835,4.49823548884438,0.8042,TRES,2008-2018,10-years,Spring,CMMN,MGBO,MGBO,NegBinomial,NA,M,14120,11959,Tree Swallow,Hirondelle bicolore
-0.057,0.075,-0.198,-0.06,0.1,-0.065,0,-5.54059306334767,-17.9630146862169,10.5170918075648,0.8107,CLSW,2006-2018,all years,Spring,CMMN,MGBO,MGBO,Poisson,NA,O,14230,12044,Cliff Swallow,Hirondelle à front blanc
-0.132,0.082,-0.304,-0.131,0.022,-0.129,0,-12.3659004920627,-26.2139133549409,2.22437844704382,0.955,CLSW,2008-2018,10-years,Spring,CMMN,MGBO,MGBO,Poisson,NA,O,14230,12044,Cliff Swallow,Hirondelle à front blanc
-0.005,0.019,-0.043,-0.006,0.034,-0.006,0,-0.498752080731768,-4.20886099329694,3.45846067281179,0.6381,BCCH,2006-2018,all years,Fall,CMMN,MGBO,MGBO,NegBinomial,NA,I,14280,11181,Black-capped Chickadee,Mésange à tête noire
-0.027,0.017,-0.06,-0.027,0.009,-0.028,0,-2.66387584756632,-5.82354664157513,0.904062177386789,0.9424,BCCH,2008-2018,10-years,Fall,CMMN,MGBO,MGBO,NegBinomial,NA,I,14280,11181,Black-capped Chickadee,Mésange à tête noire
0.018,0.018,-0.019,0.018,0.05,0.019,0,1.81629763897937,-1.8820637757194,5.12710963760241,0.8688,BCCH,2006-2018,all years,Spring,CMMN,MGBO,MGBO,NegBinomial,NA,O,14280,11181,Black-capped Chickadee,Mésange à tête noire
0.031,0.025,-0.016,0.03,0.081,0.029,0,3.14855038865227,-1.58726799447149,8.43708965667604,0.9105,BCCH,2008-2018,10-years,Spring,CMMN,MGBO,MGBO,NegBinomial,NA,O,14280,11181,Black-capped Chickadee,Mésange à tête noire
0.094,0.041,0.015,0.093,0.175,0.092,0,9.85597459171736,1.51130646157189,19.1246216612358,0.9887,RBNU,2006-2018,all years,Fall,CMMN,MGBO,MGBO,Poisson,NA,I,14410,13237,Red-breasted Nuthatch,Sittelle à poitrine rousse
0.056,0.047,-0.04,0.056,0.146,0.056,0,5.75976837366112,-3.92105608476768,15.7196188050796,0.8855,RBNU,2008-2018,10-years,Fall,CMMN,MGBO,MGBO,Poisson,NA,I,14410,13237,Red-breasted Nuthatch,Sittelle à poitrine rousse
0.062,0.043,-0.036,0.066,0.134,0.071,0,6.39623447280337,-3.53597065168769,14.3392819644647,0.9256,WBNU,2006-2018,all years,Fall,CMMN,MGBO,MGBO,NegBinomial,NA,L,14420,13240,White-breasted Nuthatch,Sittelle à poitrine blanche
0.119,0.04,0.037,0.119,0.197,0.119,0,12.6369918288353,3.76930208381572,21.7744040705908,0.9939,WBNU,2008-2018,10-years,Fall,CMMN,MGBO,MGBO,NegBinomial,NA,L,14420,13240,White-breasted Nuthatch,Sittelle à poitrine blanche
