mean,sd,lcl,mid,ucl,mode,kld,trnd,lower_ci,upper_ci,post_prob,SpeciesCode,years,period,season,results_code,area_code,site,model_type,trnd_order,analysis_code,species_id,sort_order,english_name,french_name
0.035,0.065,-0.091,0.033,0.174,0.031,0,3.56197087996233,-8.69822891007342,19.0055565820363,0.7373,GBBG,2003-2018,all years,Spring,CMMN,PIBO,PIBO,NegBinomial,NA,S,5280,3606,Great Black-backed Gull,Goéland marin
0.143,0.067,0.001,0.145,0.275,0.148,0,15.372980166601,0.100050016670838,31.6530674867622,0.9736,GBBG,2008-2018,10-years,Spring,CMMN,PIBO,PIBO,NegBinomial,NA,S,5280,3606,Great Black-backed Gull,Goéland marin
0.069,0.056,-0.045,0.069,0.181,0.07,0,7.14362091483463,-4.40025181669,19.84151792932,0.8994,CATE,2003-2018,all years,Fall,CMMN,PIBO,PIBO,Poisson,NA,O,5500,3659,Caspian Tern,Sterne caspienne
0.067,0.11,-0.153,0.066,0.292,0.064,0,6.92954781746002,-14.1870278188606,33.9103017639294,0.745,CATE,2008-2018,10-years,Fall,CMMN,PIBO,PIBO,Poisson,NA,O,5500,3659,Caspian Tern,Sterne caspienne
-0.055,0.101,-0.266,-0.053,0.143,-0.049,0,-5.35148520465162,-23.3560872498981,15.372980166601,0.7254,CATE,2003-2018,all years,Spring,CMMN,PIBO,PIBO,Poisson,NA,S,5500,3659,Caspian Tern,Sterne caspienne
-0.152,0.201,-0.555,-0.154,0.267,-0.158,0,-14.1011719258877,-42.5927738803564,30.6040446330654,0.8122,CATE,2008-2018,10-years,Spring,CMMN,PIBO,PIBO,Poisson,NA,S,5500,3659,Caspian Tern,Sterne caspienne
-0.123,0.084,-0.294,-0.123,0.046,-0.122,0,-11.5736337439179,-25.4723508556711,4.70744109569372,0.9405,COTE,2003-2018,all years,Fall,CMMN,PIBO,PIBO,Poisson,NA,O,5570,3672,Common Tern,Sterne pierregarin
-0.239,0.158,-0.57,-0.237,0.074,-0.234,0,-21.2585117627312,-43.4474561300463,7.68068054962199,0.9457,COTE,2008-2018,10-years,Fall,CMMN,PIBO,PIBO,Poisson,NA,O,5570,3672,Common Tern,Sterne pierregarin
-0.101,0.047,-0.197,-0.101,-0.008,-0.1,0,-9.60669671141359,-17.8809366687342,-0.796808516293934,0.9825,MODO,2003-2018,all years,Fall,CMMN,PIBO,PIBO,NegBinomial,NA,O,6170,1260,Mourning Dove,Tourterelle triste
-0.069,0.095,-0.258,-0.071,0.128,-0.072,0,-6.6673319921798,-22.7404767893072,13.655300269706,0.8057,MODO,2008-2018,10-years,Fall,CMMN,PIBO,PIBO,NegBinomial,NA,O,6170,1260,Mourning Dove,Tourterelle triste
-0.093,0.025,-0.144,-0.093,-0.043,-0.093,0,-8.88064997038595,-13.4112251940795,-4.20886099329694,0.9991,MODO,2003-2018,all years,Spring,CMMN,PIBO,PIBO,NegBinomial,NA,L,6170,1260,Mourning Dove,Tourterelle triste
-0.042,0.041,-0.131,-0.04,0.037,-0.038,0,-4.11302194275155,-12.2782225608956,3.76930208381572,0.8636,MODO,2008-2018,10-years,Spring,CMMN,PIBO,PIBO,NegBinomial,NA,L,6170,1260,Mourning Dove,Tourterelle triste
-0.124,0.039,-0.203,-0.123,-0.049,-0.122,0,-11.6620159117249,-18.372175857439,-4.78188703014951,0.999,YBCU,2003-2018,all years,Fall,CMMN,PIBO,PIBO,Poisson,NA,O,7060,1698,Yellow-billed Cuckoo,Coulicou à bec jaune
-0.139,0.081,-0.302,-0.138,0.019,-0.137,0,-12.9771971541748,-26.0661935110468,1.91816486174081,0.962,YBCU,2008-2018,10-years,Fall,CMMN,PIBO,PIBO,Poisson,NA,O,7060,1698,Yellow-billed Cuckoo,Coulicou à bec jaune
-0.045,0.052,-0.14,-0.048,0.069,-0.053,0,-4.40025181669,-13.0641764601194,7.14362091483463,0.8321,YBCU,2003-2018,all years,Spring,CMMN,PIBO,PIBO,Poisson,NA,O,7060,1698,Yellow-billed Cuckoo,Coulicou à bec jaune
0.076,0.03,0.018,0.075,0.134,0.075,0,7.89625741572839,1.81629763897937,14.3392819644647,0.9951,YBCU,2008-2018,10-years,Spring,CMMN,PIBO,PIBO,Poisson,NA,O,7060,1698,Yellow-billed Cuckoo,Coulicou à bec jaune
-0.032,0.05,-0.131,-0.033,0.074,-0.034,0,-3.14934179208024,-12.2782225608956,7.68068054962199,0.7701,CHSW,2003-2018,all years,Fall,CMMN,PIBO,PIBO,Poisson,NA,M,8040,2034,Chimney Swift,Martinet ramoneur
0.057,0.086,-0.114,0.056,0.239,0.054,0,5.86558103955002,-10.7742044117592,26.9978536583837,0.7819,CHSW,2008-2018,10-years,Fall,CMMN,PIBO,PIBO,Poisson,NA,M,8040,2034,Chimney Swift,Martinet ramoneur
-0.111,0.035,-0.182,-0.111,-0.041,-0.111,0,-10.5061251070969,-16.6398659584265,-4.01708700522011,0.9976,RTHU,2003-2018,all years,Fall,CMMN,PIBO,PIBO,Poisson,NA,M,9270,2508,Ruby-throated Hummingbird,Colibri à gorge rubis
-0.076,0.073,-0.223,-0.076,0.07,-0.076,0,-7.31837934406178,-19.9885150705446,7.25081812542165,0.8633,RTHU,2008-2018,10-years,Fall,CMMN,PIBO,PIBO,Poisson,NA,M,9270,2508,Ruby-throated Hummingbird,Colibri à gorge rubis
0.05,0.031,-0.008,0.049,0.119,0.047,0,5.12710963760241,-0.796808516293934,12.6369918288353,0.9585,BEKI,2003-2018,all years,Fall,CMMN,PIBO,PIBO,Poisson,NA,L,9750,5593,Belted Kingfisher,Martin-pêcheur d'Amérique
0.097,0.029,0.039,0.097,0.155,0.096,0,10.1860373621011,3.97704836501578,16.7657961105125,0.9995,BEKI,2008-2018,10-years,Fall,CMMN,PIBO,PIBO,Poisson,NA,L,9750,5593,Belted Kingfisher,Martin-pêcheur d'Amérique
0.023,0.018,-0.012,0.023,0.06,0.022,0,2.32665395472176,-1.19282871380695,6.18365465453596,0.9076,RBWO,2003-2018,all years,Fall,CMMN,PIBO,PIBO,NegBinomial,NA,L,10190,6099,Red-bellied Woodpecker,Pic à ventre roux
0.042,0.032,-0.02,0.041,0.108,0.04,0,4.28944787507632,-1.98013266932447,11.4047745386468,0.9165,RBWO,2008-2018,10-years,Fall,CMMN,PIBO,PIBO,NegBinomial,NA,L,10190,6099,Red-bellied Woodpecker,Pic à ventre roux
